web-scraper-order,web-scraper-start-url,type_chaussures,Prix,Adresse,Image_lien,Image_lien-href
"1739393952-582","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892611"
"1739393952-583","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-892593"
"1739393952-584","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures pour enfant","13 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-884530"
"1739393952-585","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","7 500CFA","Cambérène, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878809"
"1739393952-586","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","7 500CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-878800"
"1739393952-587","https://sn.coinafrique.com/categorie/chaussures-enfants","Ensemble talon","15 000CFA","Cambérène, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-talon-861833"
"1739393952-588","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-854221"
"1739393952-589","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","8 500CFA","Cambérène, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-848875"
"1739393952-590","https://sn.coinafrique.com/categorie/chaussures-enfants","Mocassins Enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-838292"
"1739393952-591","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures Enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-838285"
"1739393952-592","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-825843"
"1739393952-593","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-824543"
"1739393952-594","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813318"
"1739393952-595","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813303"
"1739393952-596","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813299"
"1739393952-597","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813287"
"1739393952-598","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813282"
"1739393952-599","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813272"
"1739393952-600","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813239"
"1739393952-601","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813230"
"1739393952-602","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813228"
"1739393952-603","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813226"
"1739393952-604","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813222"
"1739393952-605","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813213"
"1739393952-606","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813210"
"1739393952-607","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813206"
"1739393952-608","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813203"
"1739393952-609","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-813196"
"1739393952-610","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-811210"
"1739393952-611","https://sn.coinafrique.com/categorie/chaussures-enfants","Talons rasés","Prix sur demande","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/talons-rases-801336"
"1739393952-612","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures talons fillette","Prix sur demande","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-fillette-801329"
"1739393952-613","https://sn.coinafrique.com/categorie/chaussures-enfants","Talons fillette","Prix sur demande","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/talons-fillette-801320"
"1739393952-614","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799556"
"1739393952-615","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-799181"
"1739393952-616","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures mocassins enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-mocassins-enfant-797188"
"1739393952-617","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796883"
"1739393952-618","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-796881"
"1739393952-619","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-796879"
"1739393952-620","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","4 000CFA","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792468"
"1739393952-621","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792099"
"1739393952-622","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792044"
"1739393952-623","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792041"
"1739393952-624","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-792038"
"1739393952-625","https://sn.coinafrique.com/categorie/chaussures-enfants","Claquettes  enfants","Prix sur demande","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-781661"
"1739393952-626","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750022"
"1739393952-627","https://sn.coinafrique.com/categorie/chaussures-enfants","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-750016"
